query_id,language,query,tool_labels,difficulty
RT160022,hu,"Épp összeállítom a programomat. Nézd meg Barcelona 1 napos időjárás-előrejelzését. Ezután keress szállást Barcelona városában 1 éjszakára, 170 EUR/éj alatt. Ha már itt tartunk, milyen nyelvre és pénznemre készüljek Barcelona városában?",hotel|location|weather,multi
RT225329,en,"We're travelling as a couple. Before I book the rest of the trip, Find a few places to eat in Athens, ideally bakery/café.",restaurant,single
RT031837,hu,Ajánlj vacsorahelyeket Prága városában.,restaurant,single
RT010549,en,"I'm planning this for a spring break. I'm planning a trip. Show metro, bus and pass options for Sofia. Next, give me dinner options in Sofia with a budget around 48 EUR. Then which country, currency and language should I expect in Sofia?",location|restaurant|transport,multi
RT123290,en,I'm putting together my itinerary. Check the forecast in Florence for my 6-day stay. I prefer practical options.,weather,single
RT034799,en,"We're travelling as a couple. Give me destination facts for Salzburg. I prefer practical options. I already booked my hotel, so don't search accommodation.",location,single
RT179307,hu,Egy tavaszi kiruccanásra készülök. Most járok ott először. Épp összeállítom a programomat. Autó nélkül hogyan járjam be Sarajevo városát? Nem szeretnék felesleges kerülőket.,transport,single
RT108012,en,"I'm planning this this weekend. Compare local public-transport tickets in Stockholm for a 6-day trip. While you're at it, what should I know about Stockholm before I arrive? Please use the constraints above.",location|transport,multi
RT024037,en,I'm travelling with family. Help me plan this properly. Give me temperatures and rain chances for Berlin for 6 days.; where should I eat in Berlin for about 36 EUR per person?,restaurant|weather,multi
RT212627,hu,"Gyors utazási kérdés: Foglalj össze minden fontos helyi alapinformációt London városáról. Emellett london városában keresek alvóhelyet 10 éjre, éjszakánként legfeljebb 210 EUR-ért. Nem szeretnék felesleges kerülőket.",hotel|location,multi
RT037107,hu,"Nem gond, ha sokat kell sétálni. Kell esernyőt vinnem Geneva városába a következő 9 napra? Végül mivel töltenél el egy fél napot Geneva városában? Első alkalommal megyek.",attractions|weather,multi
RT007219,en,"I'm planning a trip. Suggest somewhere good to eat in Innsbruck. Also, where can I sleep in Innsbruck for 4 nights without going over 180 EUR a night? I'd rather avoid unnecessary detours.",hotel|restaurant,multi
RT129906,hu,"Rugalmas programot szeretnék. Hol lehet jót enni Lyon városában? Arra is szükségem van, hogy hol szálljak meg Lyon városában 2 éjszakára, ha 190 EUR a napi keret? Ha már itt tartunk, mutasd a metró-, busz- és bérletlehetőségeket Lyon városában. Végül keress 5 EUR alatti belépőjű látnivalókat Lyon városában.",attractions|hotel|restaurant|transport,multi
RT202778,en,"I'm planning this for a spring break. Can you find a bed in London for 7 nights inside a 230 EUR nightly budget? On top of that, where could I have a decent meal in London without exceeding 57 EUR? Please keep the answer concise.",hotel|restaurant,multi
RT004517,hu,Szeretném rendesen megtervezni az utat. Keress 25 EUR alatti belépőjű látnivalókat Geneva városában. Ezután keress Italian éttermet Geneva városában 54 EUR/fő alatt.,attractions|restaurant,multi
RT198091,en,"I'm planning this for a spring break. I'm planning a trip. How would you spend sightseeing time in Edinburgh? While you're at it, would you pack rain gear for Edinburgh for the coming 4 days? Then point me to Middle Eastern food in Edinburgh.",attractions|restaurant|weather,multi
RT122833,hu,"Szeretném rendesen megtervezni az utat. Kulturális programokat keresek Warsaw városában. Továbbá mutass legalább 3.8 értékelésű éttermeket Warsaw városában. Arra is szükségem van, hogy milyen tömegközlekedési bérletet érdemes venni Warsaw városában 1 napra? Arra is szükségem van, hogy mutass szobákat Warsaw városában 1 éjre legfeljebb 70 euróért.",attractions|hotel|restaurant|transport,multi
RT159937,en,I'm travelling solo. Tell me the local currency and timezone for Salzburg.,location,single
RT038248,hu,"Rövid városnézés lesz. Mielőtt mindent lefoglalok, Adj gyakorlati információkat Madrid városáról: pénznem, nyelv és időzóna. Továbbá mutass legalább 4.2 értékelésű éttermeket Madrid városában.",location|restaurant,multi
RT227180,hu,"Egy rövid utazásra készülök. Rugalmas programot szeretnék. Milyen pénz, nyelv és időzóna van Bécs városában? És kulturális programokból álló listát kérek Bécs városára.",attractions|location,multi
RT151826,hu,"Rugalmas programot szeretnék. Utazást tervezek. Autó nélkül hogyan járjam be Amsterdam városát?; 7 napot töltök Amsterdam városában; milyen időre készüljek? Ha már itt tartunk, ajánlj múzeumokat és nevezetességeket Amsterdam városában. Végül ajánlj vacsorahelyeket Amsterdam városában. Rövid, rangsorolt lista is elég.",attractions|restaurant|transport|weather,multi
RT058685,hu,"Egy tavaszi kiruccanásra készülök. Melyik országban van Gdansk, és milyen pénzt használnak? Emellett autó nélkül hogyan járjam be Gdansk városát? És keress Asian éttermet Gdansk városában 54 EUR/fő alatt. Emellett mit érdemes megnézni Gdansk városában?",attractions|location|restaurant|transport,multi
RT168552,hu,Még ebben a hónapban készülök. Szeretném rendesen megtervezni az utat. Mi a pénznem és az időzóna Skopje városában?,location,single
RT176589,en,"Help me plan this properly. Find restaurants in Zagreb, preferably seafood, rated at least 4.5.",restaurant,single
RT066225,hu,"Jó éttermeket keresek Párizs városában, maximum 57 eurós étkezéssel. Nem szeretnék felesleges kerülőket.",restaurant,single
RT173485,en,"Will I need an umbrella in Seville over the next 1 days; find restaurants in Seville, preferably local, rated at least 42; give me destination facts for Seville",location|restaurant|weather,multi
RT140437,hu,"Számolj közlekedési keretet Nice városára 3 napra. Ha már itt tartunk, ajánlj múzeumokat és nevezetességeket Nice városában. Emellett hol egyek Nice városában körülbelül 21 EUR/fő keretből? Végül nézd meg Nice 3 napos időjárás-előrejelzését. Legyen inkább praktikus a válasz.",attractions|restaurant|transport|weather,multi
RT036503,en,"For an upcoming city break, What should I see in Nicosia?",attractions,single
RT015864,hu,Egy tavaszi kiruccanásra készülök. Családdal utazom. Utazást tervezek. Milyen idő várható Cologne városában 9 napig?,weather,single
RT198647,hu,"Páros utazás lesz. Mutass vegan helyeket Bucharest városában. Végül első utazás előtt mit kell tudni Bucharest városáról? Arra is szükségem van, hogy mi a legegyszerűbb helyi közlekedés Bucharest városában 10 napra? Tartsd be a fenti kereteket.",location|restaurant|transport,multi
RT066901,en,It's a short city break. I'm packing for Warsaw; what conditions should I expect for 9 days?; i need a 9-night hotel in Warsaw; keep it below 150 EUR and rating 4.0+. Please keep the answer concise.,hotel|weather,multi
RT217959,hu,Rugalmas programot szeretnék. Épp összeállítom a programomat. Hol ennél Istanbul városában nagyjából 42 euróból fejenként? Legyen inkább praktikus a válasz.,restaurant,single
RT220106,en,"Which sights would you prioritise in Naples? On top of that, give me the key practical facts for Naples.; where would you go for food in Naples with roughly 60 EUR a head? Next, find me a base in Naples for 5 nights with 80 EUR as the nightly limit. I prefer practical options.",attractions|hotel|location|restaurant,multi
RT170190,en,I want culture and interesting sights in Sarajevo; what do you recommend? Then what transit pass makes sense in Sarajevo for 8 days?,attractions|transport,multi
RT019534,en,"For an upcoming city break, Estimate public transport costs in Reykjavik for 1 days.; which country, currency and language should I expect in Reykjavik? And show accommodation in Reykjavik for 1 nights with a nightly cap of 150 EUR.",hotel|location|transport,multi
RT106629,hu,Inkább praktikus megoldásokat keresek. Ajánlj múzeumokat és nevezetességeket Stockholm városában. Ezután szükségem van egy jó szállásra Stockholm városában 8 éjszakára. Első alkalommal megyek.,attractions|hotel,multi
RT046950,hu,Szeretnék viszonylag központi helyeket. Mit érdemes tudnom Amsterdam városáról indulás előtt? Emellett keress Middle Eastern éttermet Amsterdam városában 48 EUR/fő alatt. Ezután kulturális programokat keresek Amsterdam városában. Legyen inkább praktikus a válasz.,attractions|location|restaurant,multi
RT234528,hu,"Még ebben a hónapban készülök. Kabát vagy esernyő kell inkább Párizs városába 6 napra? Ha már itt tartunk, mely látnivalókat priorizálnád Párizs városában? Emellett a helyiek hogyan járnak Párizs városában, és mit vegyek 6 napra?; még nincs szállásom Párizs városában: 6 éj, 70 EUR/éj.",attractions|hotel|transport|weather,multi
RT015293,hu,"Egy közelgő útra készülök. Most járok ott először. Mi a pénznem és az időzóna Hamburg városában? Arra is szükségem van, hogy autó nélkül hogyan járjam be Hamburg városát? Továbbá mutass szobákat Hamburg városában 3 éjre legfeljebb 220 euróért. És keress 25 EUR alatti belépőjű látnivalókat Hamburg városában. Legyen inkább praktikus a válasz.",attractions|hotel|location|transport,multi
RT059540,hu,"Mielőtt mindent lefoglalok, Melyik országban van Oslo, és milyen pénzt használnak? Ezután 9 napot töltök Oslo városában; milyen időre készüljek?",location|weather,multi
RT114967,en,"I'm planning this for a quick getaway. Suggest somewhere good to eat in Tallinn. On top of that, i want culture and interesting sights in Tallinn; what do you recommend? And what's the weather looking like in Tallinn for 10 days? A short ranked list is enough.",attractions|restaurant|weather,multi
RT107639,en,"I'm planning a trip. Tell me the local currency and timezone for Athens. On top of that, give me temperatures and rain chances for Athens for 10 days. I also need this: show accommodation in Athens for 10 nights with a nightly cap of 150 EUR.",hotel|location|weather,multi
RT110120,hu,"Keress 20 EUR alatti belépőjű látnivalókat Copenhagen városában. És mit érdemes tudnom Copenhagen városáról indulás előtt? Ezután jó éttermeket keresek Copenhagen városában, maximum 15 eurós étkezéssel.",attractions|location|restaurant,multi
RT113105,en,"I'm putting together my itinerary. Compare local public-transport tickets in Paris for a 3-day trip. While you're at it, find museums, parks or historic places in Paris. I'd rather avoid unnecessary detours.",attractions|transport,multi
RT037737,hu,"Most járok ott először. Szükségem van egy jó szállásra Venice városában 4 éjszakára. Emellett adj gyakorlati információkat Venice városáról: pénznem, nyelv és időzóna. Arra is szükségem van, hogy milyen tömegközlekedési bérletet érdemes venni Venice városában 4 napra?",hotel|location|transport,multi
RT019972,en,"I'm travelling with family. Suggest somewhere good to eat in Thessaloniki. Also, suggest places worth visiting in Thessaloniki with tickets under 5 EUR.; show accommodation in Thessaloniki for 6 nights with a nightly cap of 170 EUR. A short ranked list is enough.",attractions|hotel|restaurant,multi
RT000258,en,I'm planning this this weekend. Where can I sleep in Sofia for 6 nights without going over 140 EUR a night? This is for a first visit.,hotel,single
